aid,audcatid,artstid,Title,Album,Sevadar,Titlefws,Duration,audiosize,audiopath,audio_year,filename,cdnpath,imgpath,status,createdon
,,,Merae Man Prem Lago Har Teer,September 2014,Unknown Singh Ji,MMPLHT,16,15,,2014,526 Unknown Singh Ji - Merae Man Prem Lago Har Teer (27-9-14)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'14/S145/526%20Unknown%20Singh%20Ji%20-%20Merae%20Man%20Prem%20Lago%20Har%20Teer%20%2827-9-14%29E.mp3,,1,2014-9-30 23:45:36
,,,Japji Sahib,September 2014,Singh Saab,JS,17,16,,2014,502a Japji Sahib.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'14/S145/502a%20Japji%20Sahib.mp3,,1,2014-9-30 23:45:36
,,,Aae Anik Janam Bhram Sharni,September 2015,Aman Kaur DL,AAJBS,30,28,,2015,08 AKD - Aae Anik Janam Bhram Sharni (2-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/08%20AKD%20-%20Aae%20Anik%20Janam%20Bhram%20Sharni%20%282-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Nanak Aakhae Eho Bichar,September 2015,Aman Kaur DL,NAEB,24,22,,2015,10 AKD - Nanak Aakhae Eho Bichar (3-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/10%20AKD%20-%20Nanak%20Aakhae%20Eho%20Bichar%20%283-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Santoh Ramdas Sarovar Nika,September 2015,Amarjit Singh JAL,SRSN,32,29,,2015,10 AJS - Santoh Ramdas Sarovar Nika (28-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/10%20AJS%20-%20Santoh%20Ramdas%20Sarovar%20Nika%20%2828-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Tu Kahe Doleh Prania,September 2015,Amarjot Kaur LDH,TKDP,27,25,,2015,06 AKL - Tu Kahe Doleh Prania (26-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/06%20AKL%20-%20Tu%20Kahe%20Doleh%20Prania%20%2826-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Ik Gharee Dinas Mo Ko Bahut Di,September 2015,Amarjot Kaur LDH,IGDMKBD,23,22,,2015,18 AKL - Ik Gharee Dinas Mo Ko Bahut Dihare (30-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/18%20AKL%20-%20Ik%20Gharee%20Dinas%20Mo%20Ko%20Bahut%20Dihare%20%2830-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Naam Simran,September 2015,Amarjot Kaur LDH,NS,40,37,,2015,20 AKL - Naam Simran (29-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/20%20AKL%20-%20Naam%20Simran%20%2829-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Mei Bin Gur Dekhe Need Na Avae,September 2015,Ashu Kaur Mohali,MBGDNNA,23,22,,2015,10 Ashu Kaur  - Mei Bin Gur Dekhe Need Na Avae (1-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/10%20Ashu%20Kaur%20%20-%20Mei%20Bin%20Gur%20Dekhe%20Need%20Na%20Avae%20%281-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Kichu Na Jana Mat Meri Thori,September 2015,Ashu Kaur Mohali,KNJMMT,25,23,,2015,26 Ashu Kaur Mohali - Kichu Na Jana Mat Meri Thori (27-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/26%20Ashu%20Kaur%20Mohali%20-%20Kichu%20Na%20Jana%20Mat%20Meri%20Thori%20%2827-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Naam Simran,September 2015,Harjinder Singh Babli,NS,41,38,,2015,13 HSB - Naam Simran (30-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/13%20HSB%20-%20Naam%20Simran%20%2830-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Tumri Saran Tumari Aasa,September 2015,Harjinder Singh Babli,TSTA,24,23,,2015,25 HSB - Tumri Saran Tumari Aasa (29-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/25%20HSB%20-%20Tumri%20Saran%20Tumari%20Aasa%20%2829-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Avoh Miloh Saheleeho,September 2015,Baljinder Kaur Dodra,AMS,28,26,,2015,07 BBD - Avoh Miloh Saheleeho (30-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/07%20BBD%20-%20Avoh%20Miloh%20Saheleeho%20%2830-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Deva Pahan Tariale,September 2015,Baljinder Kaur Dodra,DPT,28,26,,2015,03 BBD -  Deva Pahan Tariale (27-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/03%20BBD%20-%20%20Deva%20Pahan%20Tariale%20%2827-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Bhee Tuhai Salahna,September 2015,Baljinder Kaur Dodra,BTS,29,27,,2015,14 BBD - Bhee Tuhai Salahna (29-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/14%20BBD%20-%20Bhee%20Tuhai%20Salahna%20%2829-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Naam Simran,September 2015,Baljinder Kaur Dodra,NS,42,39,,2015,01 BBD - Naam Simran (3-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/01%20BBD%20-%20Naam%20Simran%20%283-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Deen Daial Bharose Tere,September 2015,Baljinder Kaur Dodra,DDBT,41,38,,2015,11 BBD - Deen Daial Bharose Tere (2-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/11%20BBD%20-%20Deen%20Daial%20Bharose%20Tere%20%282-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Simar Simar Simar Prabh Soe,September 2015,Bhanjan Kaur BTD,SSSPS,30,28,,2015,22 Bhanjan Kaur - Simar Simar Simar Prabh Soe (1-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/22%20Bhanjan%20Kaur%20-%20Simar%20Simar%20Simar%20Prabh%20Soe%20%281-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Har Gun Gao Mana,September 2015,Bisampreet Kaur Jalandhar,HGGM,25,23,,2015,18 BPKJ - Har Gun Gao Mana (26-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/18%20BPKJ%20-%20Har%20Gun%20Gao%20Mana%20%2826-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Din Rain Sabh Suhavane Piare,September 2015,Bisampreet Kaur Jalandhar,DRSSP,19,18,,2015,24 BPKJ - Din Rain Sabh Suhavane Piare (1-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/24%20BPKJ%20-%20Din%20Rain%20Sabh%20Suhavane%20Piare%20%281-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,GV 46 Dharam Ya Mazhab Part -,September 2015,Chamkaur Singh LDH,G4DYMP-,29,27,,2015,14 CKSL - GV 46 Dharam Ya Mazhab Part - 1 (27-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/14%20CKSL%20-%20GV%2046%20Dharam%20Ya%20Mazhab%20Part%20-%201%20%2827-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,GV 119 Simran Part - 10,September 2015,Chamkaur Singh LDH,G1SP-1,29,27,,2015,19 CKSL - GV 119 Simran Part - 10 (2-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/19%20CKSL%20-%20GV%20119%20Simran%20Part%20-%2010%20%282-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Naam Simran,September 2015,Charanjit Singh LDH,NS,42,39,,2015,13 CSM - Naam Simran (27-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/13%20CSM%20-%20Naam%20Simran%20%2827-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Re Moore Tu Kio Simrat Ab Nahi,September 2015,Charanjit Singh LDH,RMTKSAN,32,29,,2015,07 CSM - Re Moore Tu Kio Simrat Ab Nahi (30-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/07%20CSM%20-%20Re%20Moore%20Tu%20Kio%20Simrat%20Ab%20Nahi%20%2830-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Pritam Teri Gat Agam Apare,September 2015,Charanjit Singh LDH,PTGAA,23,21,,2015,04 CSM - Pritam Teri Gat Agam Apare (3-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/04%20CSM%20-%20Pritam%20Teri%20Gat%20Agam%20Apare%20%283-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Tera Naam Khundkara,September 2015,Charanjit Singh LDH,TNK,34,32,,2015,22 CSM - Tera Naam Khundkara (2-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/22%20CSM%20-%20Tera%20Naam%20Khundkara%20%282-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Sabh Te Vad Samrath Gurdev,September 2015,Davinder Kaur BTD,STVSG,27,25,,2015,12 DKB - Sabh Te Vad Samrath Gurdev (3-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/12%20DKB%20-%20Sabh%20Te%20Vad%20Samrath%20Gurdev%20%283-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Paropkari Guru Piare,September 2015,Davinder Kaur Patti,PGP,23,22,,2015,20 DKP - Paropkari Guru Piare (3-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/20%20DKP%20-%20Paropkari%20Guru%20Piare%20%283-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Tu Karta Sachiar Maida Saaee,September 2015,Daya Singh FBD,TKSMS,31,29,,2015,09 Daya Singh - Tu Karta Sachiar Maida Saaee (27-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/09%20Daya%20Singh%20-%20Tu%20Karta%20Sachiar%20Maida%20Saaee%20%2827-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Jap Jap Naam Man Bhaia Ananda,September 2015,Daya Singh FBD,JJNMBA,25,24,,2015,09 Daya Singh - Jap Jap Naam Man Bhaia Ananda (29-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/09%20Daya%20Singh%20-%20Jap%20Jap%20Naam%20Man%20Bhaia%20Ananda%20%2829-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Aisa Poora Gurdev Sahai,September 2015,Daya Singh FBD,APGS,27,25,,2015,14 Daya Singh - Aisa Poora Gurdev Sahai (1-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/14%20Daya%20Singh%20-%20Aisa%20Poora%20Gurdev%20Sahai%20%281-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Farida Dariavae Kanae Bagula,September 2015,Geja Kaur Dodra,FDKB,20,19,,2015,20 Geja Kaur Dodra - Farida Dariavae Kanae Bagula (28-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/20%20Geja%20Kaur%20Dodra%20-%20Farida%20Dariavae%20Kanae%20Bagula%20%2828-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Dhan Eho Than Govind Gun Gaae,September 2015,Gungun Kaur DL,DETGGG,18,17,,2015,21 Gungun Kaur - Dhan Eho Than Govind Gun Gaae (28-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/21%20Gungun%20Kaur%20-%20Dhan%20Eho%20Than%20Govind%20Gun%20Gaae%20%2828-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Charan Kamal Sang Neho,September 2015,Gurjot Kaur LDH,CKSN,29,27,,2015,21 GKL - Charan Kamal Sang Neho (27-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/21%20GKL%20-%20Charan%20Kamal%20Sang%20Neho%20%2827-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Mil Har Jas Gaeeai Haa,September 2015,Gurmeet Kaur DL,MHJGH,35,32,,2015,02 GKD - Mil Har Jas Gaeeai Haa (30-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/02%20GKD%20-%20Mil%20Har%20Jas%20Gaeeai%20Haa%20%2830-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Sabh Te Vad Samrath Gurdev,September 2015,Gurmeet Kaur DL,STVSG,36,33,,2015,15 GKD - Sabh Te Vad Samrath Gurdev (29-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/15%20GKD%20-%20Sabh%20Te%20Vad%20Samrath%20Gurdev%20%2829-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Man Piarea Jio Mitra,September 2015,Gurmeet Kaur DL,MPJM,35,32,,2015,02 GKD - Man Piarea Jio Mitra (2-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/02%20GKD%20-%20Man%20Piarea%20Jio%20Mitra%20%282-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Pee Amrit Santan Prasad,September 2015,Gurmeet Kaur DL,PASP,50,46,,2015,13 GKD - Pee Amrit Santan Prasad (3-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/13%20GKD%20-%20Pee%20Amrit%20Santan%20Prasad%20%283-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Kou Hai Mero Sajan Meet - Bhai,September 2015,Gurpreet Kaur,KHMSM-B,63,58,,2015,03 GPKB - GPKF Kou Hai Mero Sajan Meet - Bhai Re Mo Ko Koi Aaye Milae (1-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/03%20GPKB%20-%20GPKF%20Kou%20Hai%20Mero%20Sajan%20Meet%20-%20Bhai%20Re%20Mo%20Ko%20Koi%20Aaye%20Milae%20%281-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Naam Simran,September 2015,Gurpreet Kaur BTD,NS,39,36,,2015,01 GPKB - Naam Simran (28-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/01%20GPKB%20-%20Naam%20Simran%20%2828-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Rakh Pita Prabh Mere,September 2015,Gurpreet Kaur BTD,RPPM,30,28,,2015,15 GPKB - Rakh Pita Prabh Mere (26-9-15)E - Copy.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/15%20GPKB%20-%20Rakh%20Pita%20Prabh%20Mere%20%2826-9-15%29E%20-%20Copy.mp3,,1,2015-9-30 23:45:36
,,,Rakh Pita Prabh Mere,September 2015,Gurpreet Kaur BTD,RPPM,30,28,,2015,15 GPKB - Rakh Pita Prabh Mere (26-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/15%20GPKB%20-%20Rakh%20Pita%20Prabh%20Mere%20%2826-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Chitvo Va Ausar Man Mahe,September 2015,Gurpreet Kaur BTD,CVAMM,34,32,,2015,07 GPKB - Chitvo Va Ausar Man Mahe (3-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/07%20GPKB%20-%20Chitvo%20Va%20Ausar%20Man%20Mahe%20%283-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Naam Simran,September 2015,Gurpreet Kaur BTD,NS,39,37,,2015,08 GPKB - Naam Simran (2-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/08%20GPKB%20-%20Naam%20Simran%20%282-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Madho Ham Aise Tu Aisa,September 2015,Gurpreet Kaur FBD,MHATA,29,27,,2015,16 GPKF - Madho Ham Aise Tu Aisa (27-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/16%20GPKF%20-%20Madho%20Ham%20Aise%20Tu%20Aisa%20%2827-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Naam Simran,September 2015,Gurpreet Kaur FBD,NS,46,43,,2015,01 GPKF - Naam Simran (30-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/01%20GPKF%20-%20Naam%20Simran%20%2830-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Ardas Nanak Sun Suami,September 2015,Gurpreet Kaur FBD,ANSS,28,26,,2015,16 GPKF - Ardas Nanak Sun Suami (29-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/16%20GPKF%20-%20Ardas%20Nanak%20Sun%20Suami%20%2829-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Mei Bauri Mera Ram Bhatar,September 2015,Gurpreet Kaur FBD,MBMRB,32,30,,2015,14 GPKF - Mei Bauri Mera Ram Bhatar (3-10-12)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/14%20GPKF%20-%20Mei%20Bauri%20Mera%20Ram%20Bhatar%20%283-10-12%29E.mp3,,1,2015-9-30 23:45:36
,,,Deva Pahan Tariale,September 2015,Gurvinder Singh Jammu,DPT,24,22,,2015,10 GSJ - Deva Pahan Tariale (30-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/10%20GSJ%20-%20Deva%20Pahan%20Tariale%20%2830-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Karho Kirpa Gopal Gobinde,September 2015,Gurvinder Singh Jammu,KKGG,26,24,,2015,11 GSJ - Karho Kirpa Gopal Gobinde (27-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/11%20GSJ%20-%20Karho%20Kirpa%20Gopal%20Gobinde%20%2827-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Tu Janat Mei Kich Nahi,September 2015,Gurwant Kaur,TJMKN,17,16,,2015,22 GWKM - Tu Janat Mei Kich Nahi (29-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/22%20GWKM%20-%20Tu%20Janat%20Mei%20Kich%20Nahi%20%2829-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Mere Ram Har Santa Jevad Na Ko,September 2015,Gurwant Kaur Mohali,MRHSJNK,15,14,,2015,15 GWKM - Mere Ram Har Santa Jevad Na Koi (3-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/15%20GWKM%20-%20Mere%20Ram%20Har%20Santa%20Jevad%20Na%20Koi%20%283-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Bal Bal Bal Gurdev,September 2015,Harjinder Kaur DL,BBBG,33,31,,2015,02 HKB - Bal Bal Bal Gurdev (28-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/02%20HKB%20-%20Bal%20Bal%20Bal%20Gurdev%20%2828-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Vari Tin Vari Java,September 2015,Harjinder Kaur DL,VTVJ,30,28,,2015,17 HKB - Vari Tin Vari Java (27-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/17%20HKB%20-%20Vari%20Tin%20Vari%20Java%20%2827-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Laeno Naam Amrit Ras Neeko,September 2015,Harjinder Kaur DL,LNARN,31,29,,2015,03 HKB - Laeno Naam Amrit Ras Neeko (30-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/03%20HKB%20-%20Laeno%20Naam%20Amrit%20Ras%20Neeko%20%2830-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Bhaj Gobind Sabh Chod Janjal,September 2015,Harjinder Kaur DL,BGSCJ,35,32,,2015,04 HKB - Bhaj Gobind Sabh Chod Janjal (2-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/04%20HKB%20-%20Bhaj%20Gobind%20Sabh%20Chod%20Janjal%20%282-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Mere Laal Bhalo Re Bhalo Re Bh,September 2015,Harjot Kaur GGN,MLBRBRB,22,21,,2015,24 HKG - Mere Laal Bhalo Re Bhalo Re Bhalo Har Mangna (26-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/24%20HKG%20-%20Mere%20Laal%20Bhalo%20Re%20Bhalo%20Re%20Bhalo%20Har%20Mangna%20%2826-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,GV 51 Dharam Ya Mazhab Part -,September 2015,Harpreet Kaur Rosy,G5DYMP-,28,26,,2015,19 HKR - GV 51 Dharam Ya Mazhab Part - 6 (30-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/19%20HKR%20-%20GV%2051%20Dharam%20Ya%20Mazhab%20Part%20-%206%20%2830-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,GV 15 Dharam Prachar Part - 5,September 2015,Harpreet Kaur Rosy,G1DPP-5,40,38,,2015,21 HKR - GV 15 Dharam Prachar Part - 5 (2-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/21%20HKR%20-%20GV%2015%20Dharam%20Prachar%20Part%20-%205%20%282-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,GV 9 Haumae Part - 1,September 2015,Harpreet Singh DL,G9HP-1,33,31,,2015,07 HPSD - GV 9 Haumae Part - 1(26-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/07%20HPSD%20-%20GV%209%20Haumae%20Part%20-%201%2826-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,GV 33 Hukam Part - 9,September 2015,Harpreet Singh DL,G3HP-9,30,28,,2015,13 HPSD - GV 33 Hukam Part - 9 (1-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/13%20HPSD%20-%20GV%2033%20Hukam%20Part%20-%209%20%281-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,GV 11 Achaar,September 2015,Harpreet Singh DL,G1A,36,33,,2015,09 HPSD - GV 11 Achaar (3-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/09%20HPSD%20-%20GV%2011%20Achaar%20%283-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,So Kio Manoh Bisareo Re,September 2015,Indermohan Singh DL,SKMBR,28,26,,2015,11 ISD - So Kio Manoh Bisareo Re (29-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/11%20ISD%20-%20So%20Kio%20Manoh%20Bisareo%20Re%20%2829-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Naam Simran,September 2015,Jagdeep Singh DL,NS,39,36,,2015,19 JSM - Naam Simran (27-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/19%20JSM%20-%20Naam%20Simran%20%2827-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Peer Pekambar Sekh,September 2015,Jagdeep Singh DL,PPS,29,27,,2015,15 JDSM - Peer Pekambar Sekh (30-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/15%20JDSM%20-%20Peer%20Pekambar%20Sekh%20%2830-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Mitar Piare Nu Haal Muridan Da,September 2015,Jagdish Singh,MPNHMD,28,26,,2015,03 JDSM - Mitar Piare Nu Haal Muridan Da Kahena (2-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S154/03%20JDSM%20-%20Mitar%20Piare%20Nu%20Haal%20Muridan%20Da%20Kahena%20%282-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Kar Kirpa Gurdev Daiala,September 2015,Jagdish Singh,KKGD,29,27,,2015,08 JDSM - Kar Kirpa Gurdev Daiala (27-9-15)M - Copy.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/08%20JDSM%20-%20Kar%20Kirpa%20Gurdev%20Daiala%20%2827-9-15%29M%20-%20Copy.mp3,,1,2015-9-30 23:45:36
,,,Kar Kirpa Gurdev Daiala,September 2015,Jagdish Singh,KKGD,29,27,,2015,08 JDSM - Kar Kirpa Gurdev Daiala (27-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/08%20JDSM%20-%20Kar%20Kirpa%20Gurdev%20Daiala%20%2827-9-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Naam Simran,September 2015,Jagdish Singh,NS,41,38,,2015,06 JDSM - Naam Simran (29-9-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S152/06%20JDSM%20-%20Naam%20Simran%20%2829-9-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Jis Vakhar Ko Lain Tu Aaya,September 2015,Japleen Kaur Mumbai,JVKLTA,27,25,,2015,11 Japleen Kaur Mumbai - Jis Vakhar Ko Lain Tu Aaya (1-10-15)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/11%20Japleen%20Kaur%20Mumbai%20-%20Jis%20Vakhar%20Ko%20Lain%20Tu%20Aaya%20%281-10-15%29E.mp3,,1,2015-9-30 23:45:36
,,,Naam Simran,September 2015,Japneet Kaur,NS,39,36,,2015,01 JKS - Naam Simran (2-10-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S153/01%20JKS%20-%20Naam%20Simran%20%282-10-15%29M.mp3,,1,2015-9-30 23:45:36
,,,Sant Prem Majhae Dijae Deva De,September 2015,Jaswinder Kaur,SPMDDD,30,27,,2015,23 JKR - Sant Prem Majhae Dijae Deva Dev (28-9-15)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/pre/September/Sept'15/S151/23%20JKR%20-%20Sant%20Prem%20Majhae%20Dijae%20Deva%20Dev%20%2828-9-15%29M.mp3,,1,2015-9-30 23:45:36
